Report Date,Alleghany,Anne Arundel ,Baltimore,Baltimore City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,harford,howard,kent,Montomery,Price George's,Queen Anne's,Somerset,St. Mary's,Talbot,Washington,Wicomico,Worcester,Total
10/28/2022,"5,984","101,774","145,132","84,054","15,929","3,585","30,884","9,483","18,068","4,253","47,458","2,239","45,388","73,956","2,579","226,777","111,087","8,999","2,710","14,365","6,171","18,194","13,737","8,751","1,001,557"
,,,,,,,,,,,,,,,,,,,,,,,,,
